WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,total_split_CYD
"LINESTRING (-81.9555593 26.4659889,-81.955714 26.466377,-81.9557539 26.4664496,-81.9556427 26.4665216,-81.9555535 26.4665929,-81.9554871 26.466643,-81.955435 26.466688,-81.9554008 26.4667203,-81.955379 26.4667457,-81.955361 26.4667763)",2362,98113261,7506129661,"[776912761, 802446853]",San Carlos Drive,"['residential', 'service']",False,False,108.588,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9555593 26.4659889,-81.9554961 26.4657941,-81.9554308 26.4656219,-81.9553877 26.4655082,-81.9553783 26.4654834,-81.9553493 26.4654231)",2363,98113261,8900391071,776912761,San Carlos Drive,residential,False,True,66.34,,,,,,,,,,,0.0
"LINESTRING (-81.9260258 26.4397874,-81.9259789 26.4397608,-81.9258521 26.4396889,-81.9256281 26.4395619)",2366,98117718,5816002624,11041092,Estero Boulevard,secondary,False,True,46.868,2,CR 865,,,25 mph,,,,,,107.26454178208232
"LINESTRING (-81.9260258 26.4397874,-81.9259749 26.4398409,-81.9258893 26.4399175)",2364,98117718,5816002665,11015527,Gulf Island Drive,residential,False,False,19.864,,,,,,,,,,,181.86184834945792
"LINESTRING (-81.923876 26.441576,-81.9237631 26.4414694)",2367,98117723,98445065,11042053,Bayside Road,residential,False,False,16.336,,,,,,,,,,,1933.4821481277088
"LINESTRING (-81.923876 26.441576,-81.9249 26.440748,-81.9257478 26.4400385,-81.925819 26.439979,-81.9258522 26.4399499,-81.9258893 26.4399175)",2368,98117723,5816002665,11015527,Gulf Island Drive,residential,False,True,272.394,,,,,,,,,,,857.9139907487904
"LINESTRING (-81.940339 26.458027,-81.940335 26.457461)",2371,98121991,98121994,11015916,Garcia Way,residential,False,False,62.938,,,,,,,,,,,0.0
"LINESTRING (-81.940339 26.458027,-81.939976 26.458029,-81.939897 26.458036,-81.9395071 26.458036,-81.9395 26.458036,-81.9395 26.458111)",2372,98121991,98228892,11030241,Spanish Main Street,residential,True,False,91.901,,,,,,,,,,,0.0
"LINESTRING (-81.940885 26.458026,-81.9406309 26.4580283,-81.940558 26.458029,-81.940339 26.458027)",2800,1756886973,98121991,11030241,Spanish Main Street,residential,True,False,54.357,,,,,,,,,,,0.0
"LINESTRING (-81.9485354 26.4592575,-81.948537 26.460648,-81.948541 26.460825)",2374,98123657,98186987,11021437,Oak Street,residential,False,False,174.303,,,,,,,,,,,0.0
"LINESTRING (-81.947034 26.460021,-81.947249 26.460155,-81.947646 26.460401)",2377,98123675,98428019,168027412,Main Street,residential,False,True,74.141,,,,,,,,,,,0.0
"LINESTRING (-81.947034 26.460021,-81.946393 26.459627)",2375,98123675,98428021,168027412,Main Street,residential,False,False,77.402,,,,,,,,,,,0.0
"LINESTRING (-81.947034 26.460021,-81.9470779 26.4599337,-81.9470913 26.4598881,-81.947094 26.4598568,-81.9470886 26.4598304)",2378,98123675,1793687042,168061306,,service,False,False,22.364,,,,,,,,,,,0.0
"LINESTRING (-81.903186 26.420623,-81.903044 26.4207081,-81.902339 26.421215,-81.899233 26.423503)",50,98124288,98124294,11016085,Ibis Street,residential,False,False,507.532,,,,,,,,,,,4.856244188834579
"LINESTRING (-81.903186 26.420623,-81.903259 26.4207327)",49,98124288,5758643550,136256174,Estero Boulevard,secondary,False,True,14.2,2,CR 865,,,35 mph,,,,,,13.736875923045964
"LINESTRING (-81.903186 26.420623,-81.9029356 26.4202392)",48,98124288,5758643552,136256174,Estero Boulevard,secondary,False,False,49.427,2,CR 865,,,35 mph,,,,,,4.276192799612672
"LINESTRING (-81.953566 26.461952,-81.95319 26.461867,-81.952715 26.4617653)",2381,98125525,98183641,11040499,Main Street,residential,False,False,87.222,,,,,,,,,,,36.42183141625936
"LINESTRING (-81.953566 26.461952,-81.953846 26.462011)",2379,98125525,98214634,11040499,Main Street,residential,False,True,28.634,,,,,,,,,,,0.0
"LINESTRING (-81.953566 26.461952,-81.953513 26.462165,-81.95333 26.462802,-81.9530487 26.4638365)",2380,98125525,8281228439,11016189,South Street,residential,False,False,215.791,,,,,,,,,,,4.676383292951818
"LINESTRING (-81.952886 26.464743,-81.953015 26.464688,-81.95321 26.464597,-81.95352 26.464453,-81.953603 26.464407)",2383,98125540,98214700,"[11026179, 11023987]",San Carlos Court,residential,False,"[False, True]",80.595,,,,,,,,,,,54.07068182475538
"LINESTRING (-81.952886 26.464743,-81.952867 26.464675,-81.952864 26.46461,-81.952886 26.464468,-81.9529736 26.4641215)",2382,98125540,8281228443,11016189,South Street,residential,False,True,70.473,,,,,,,,,,,70.6628494699402
"LINESTRING (-81.952886 26.464743,-81.952709 26.464831,-81.9525195 26.4649193)",2384,98125540,8793196288,11026179,San Carlos Court,residential,False,True,41.42,,,,,,,,,,,116.77468665188337
"LINESTRING (-81.9323217 26.4433229,-81.9322613 26.4433769,-81.9320513 26.4435659,-81.932029 26.443586,-81.931688 26.443877,-81.931592 26.443963,-81.931403 26.44412,-81.931167 26.444324,-81.93108 26.444393,-81.930826 26.444609,-81.9306 26.444794,-81.930353 26.445008,-81.930264 26.445099)",2385,98125669,98125689,11016195,Jefferson Street,residential,False,False,284.643,,,,,,,,,,,350.52640346351825
"LINESTRING (-81.9323217 26.4433229,-81.9322467 26.4432812,-81.9321735 26.4432406,-81.9321177 26.4432096,-81.9319887 26.4431379,-81.9317704 26.4430166,-81.9317064 26.442981)",2387,98125669,5773170175,11041092,Estero Boulevard,secondary,False,True,72.098,2,CR 865,,,25 mph,,,,,,806.3613614663938
"LINESTRING (-81.9323217 26.4433229,-81.932492 26.4434181,-81.9325336 26.4434413)",2386,98125669,5816061048,11041092,Estero Boulevard,secondary,False,False,24.868,2,CR 865,,,25 mph,,,,,,84.96179069261981
"LINESTRING (-81.930264 26.445099,-81.930635 26.445305)",2388,98125689,98383039,11050939,Shell Mound Boulevard,residential,False,True,43.463,,,,,,,,,,,393.17591839971834
"LINESTRING (-81.930264 26.445099,-81.9298079 26.4448478,-81.929759 26.4448209)",2390,98125689,5694073698,11050939,Shell Mound Boulevard,residential,False,False,59.026,,,,,,,,,,,355.22526936845543
"LINESTRING (-81.92342 26.4382,-81.9233648 26.4382519,-81.9231925 26.4384136,-81.9231856 26.4384201,-81.923141 26.438462,-81.922177 26.439344,-81.921497 26.439959)",55,98125738,98125741,11016199,Bayview Avenue,residential,False,False,273.709,,,,,,,,,,,247.83707322045368
"LINESTRING (-81.92342 26.4382,-81.9237906 26.4384564,-81.9238757 26.4385152,-81.9240843 26.4386595,-81.924111 26.438678)",54,98125738,98272072,11028771,Estero Boulevard,secondary,False,True,86.938,2,CR 865,,,25 mph,,,,,,196.5992005058518
"LINESTRING (-81.92342 26.4382,-81.9237989 26.4378689)",53,98125738,1775767030,166092067,,residential,False,False,52.713,,,,,,,,,,,651.9170584330643
"LINESTRING (-81.92342 26.4382,-81.9231909 26.4380354)",52,98125738,5781896148,11028771,Estero Boulevard,secondary,False,False,29.246,2,CR 865,,,25 mph,,,,,,89.28969349979877
"LINESTRING (-81.918062 26.434305,-81.9180505 26.4342965)",56,98128527,5750312072,11028771,Estero Boulevard,secondary,False,False,1.485,2,CR 865,,,25 mph,,,,,,0.0
"LINESTRING (-81.918062 26.434305,-81.9182506 26.4344452)",57,98128527,5750312128,11028771,Estero Boulevard,secondary,False,True,24.406,2,CR 865,,,25 mph,,,,,,1.6412306749302052
"LINESTRING (-81.918062 26.434305,-81.9180067 26.4343639,-81.9179569 26.4344169)",58,98128527,5808110344,11016381,Williams Drive,residential,False,False,16.258,,,,,,,,,,,40.35628851369477
"LINESTRING (-81.91865 26.434986,-81.918459 26.434834,-81.918389 26.434788,-81.918318 26.434761,-81.918245 26.434749,-81.918159 26.434743,-81.918065 26.434742,-81.917989 26.434736,-81.917917 26.434716,-81.91785 26.434684,-81.917773 26.434632)",335,98550561,98128531,11052623,Compass Lane,residential,False,True,99.374,,,,,,,,,,,27.85595624984281
"LINESTRING (-81.917773 26.434632,-81.9176844 26.4347323)",2392,98128531,5808110343,11016381,Williams Drive,residential,False,False,14.22,,,,,,,,,,,42.739445384141376
"LINESTRING (-81.917773 26.434632,-81.917938 26.434437,-81.9179569 26.4344169)",2393,98128531,5808110344,11016381,Williams Drive,residential,False,True,30.126,,,,,,,,,,,59.33161302932619
"LINESTRING (-81.917225 26.435303,-81.916954 26.435134,-81.916457 26.434768)",59,98128539,98128546,11016383,Williams Drive,residential,False,False,96.953,,,,,,,,,,,953.195300342684
"LINESTRING (-81.917225 26.435303,-81.917148 26.435406,-81.916944 26.435664,-81.91675 26.435895,-81.915656 26.437147)",60,98128539,98558374,11053221,Glenview Manor Drive,residential,False,False,257.838,,,,,,,,,,,303.51526180216126
"LINESTRING (-81.917225 26.435303,-81.917368 26.435112,-81.917557 26.434889,-81.917645 26.434777,-81.9176844 26.4347323)",61,98128539,5808110343,11016381,Williams Drive,residential,False,True,78.257,,,,,,,,,,,327.2793826706712
"LINESTRING (-81.916457 26.434768,-81.915719 26.434218,-81.91566 26.434181,-81.915592 26.434158,-81.91552 26.43415,-81.913153 26.434192)",62,98128546,98128554,11016383,Williams Drive,residential,False,False,352.963,,,,,,,,,,,743.0503261156616
"LINESTRING (-81.916457 26.434768,-81.916303 26.434912,-81.915898 26.43536,-81.915764 26.435495,-81.915684 26.435539,-81.915593 26.435559,-81.915513 26.435561,-81.91543 26.43555,-81.915147 26.435469,-81.91457 26.435254,-81.91438 26.435193,-81.914298 26.435174,-81.914213 26.435171,-81.914129 26.43518,-81.914047 26.435202,-81.913973 26.43524,-81.913845 26.435358,-81.913718 26.4355,-81.91365 26.435599,-81.91362 26.435677,-81.913615 26.435759,-81.913629 26.435838,-81.913661 26.43591,-81.913714 26.435972,-81.913916 26.436153,-81.914117 26.436305,-81.914291 26.436419,-81.914483 26.436538,-81.914733 26.436666)",64,98128546,98397814,11038162,Randy Lane,residential,False,False,519.578,,,,,,,,,,,649.6800385405227
"LINESTRING (-81.913153 26.434192,-81.912647 26.434197,-81.912337 26.434192,-81.912084 26.434196,-81.91201 26.434205,-81.911941 26.434231,-81.911881 26.43427,-81.9118699 26.4342869)",66,98128554,7013881500,11016386,Williams Drive,residential,False,False,130.903,,,,,,,,,,,578.9272586226409
"LINESTRING (-81.9478574 26.4504722,-81.9478577 26.4505396,-81.9478614 26.4509144,-81.9478635 26.4511389)",2397,98128726,98128728,165355917,Ohio Avenue,residential,False,False,74.137,,,,,20 mph,,,,,,797.1659731643877
"LINESTRING (-81.9478574 26.4504722,-81.9480386 26.4505382)",2395,98128726,5718334231,882352979,Estero Boulevard,secondary,False,False,19.475,2,CR 865,,,25 mph,,,,,,232.8748949442064
"LINESTRING (-81.9478574 26.4504722,-81.9476039 26.4503822)",2396,98128726,5718334238,882352979,Estero Boulevard,secondary,False,True,27.149,2,CR 865,,,25 mph,,,,,,92.02133085601824
"LINESTRING (-81.9478635 26.4511389,-81.947886 26.453576,-81.9478653 26.4538144)",2399,98128728,98128739,165355917,Ohio Avenue,residential,False,False,297.592,,,,,20 mph,,,,,,2296.1716446752994
"LINESTRING (-81.9478635 26.4511389,-81.9473105 26.4509963)",2398,98128728,5723054281,11023853,Bayview Drive,residential,False,False,57.292,,,,,,,,,,,1043.9351223155375
"LINESTRING (-81.933542 26.444005,-81.9335891 26.4440289,-81.9339826 26.4442289)",2403,98135741,5771853753,11041092,Estero Boulevard,secondary,False,False,50.439,2,CR 865,,,25 mph,,,,,,51.1929074906312
"LINESTRING (-81.933542 26.444005,-81.9333966 26.4439237,-81.9332241 26.4438273)",2404,98135741,5796086067,11041092,Estero Boulevard,secondary,False,True,37.312,2,CR 865,,,25 mph,,,,,,48.45002882841908
"LINESTRING (-81.933542 26.444005,-81.933492 26.4440526,-81.933436 26.444106,-81.9333749 26.4441603)",2402,98135741,5816061892,11017039,Madison Court,residential,False,False,23.982,,,,,,,,,,,63.041244006908165
"LINESTRING (-81.931665 26.445648,-81.931502 26.445788)",2405,98135754,98135757,11017039,Madison Court,residential,False,False,22.488,,,,,,,,,,,682.7294781589801
"LINESTRING (-81.931665 26.445648,-81.931774 26.445685,-81.931853 26.445719,-81.932314 26.44596)",2407,98135754,98316531,11050935,Shell Mound Boulevard,residential,False,True,73.48,,,,,,,,,,,641.2940242699888
"LINESTRING (-81.931665 26.445648,-81.93188 26.445452,-81.932105 26.445254,-81.93246 26.444957,-81.932662 26.444776,-81.933071 26.44443,-81.9333068 26.4442206)",2406,98135754,5816061899,11017039,Madison Court,residential,False,True,227.867,,,,,,,,,,,476.1367566256423
"LINESTRING (-81.931502 26.445788,-81.931332 26.445954,-81.930627 26.446542,-81.929358 26.447585,-81.92927 26.447651)",2410,98135757,98135766,11017039,Madison Court,residential,False,False,303.896,,,,,,,,,,,2254.7137081743217
"LINESTRING (-81.931502 26.445788,-81.930951 26.445485)",2409,98135757,98441272,11050939,Shell Mound Boulevard,residential,False,False,64.378,,,,,,,,,,,662.3602317002573
"LINESTRING (-81.9508397 26.4518976,-81.9512124 26.4520247)",2412,98143912,5711385436,11017725,Santos Road,residential,False,True,39.704,,,,,,,,,,,188.76401022895897
"LINESTRING (-81.918504 26.43662,-81.918624 26.436716,-81.918907 26.436924,-81.918973 26.436977,-81.919334 26.437243)",2414,98150818,98150824,11018277,Coquina Road,residential,False,False,107.852,,,,,,,,,,,222.57785865491823
"LINESTRING (-81.918504 26.43662,-81.918205 26.436959)",2413,98150818,98178525,11042886,Bayland Road,residential,False,True,48.033,,,,,,,,,,,382.2268863628551
"LINESTRING (-81.918504 26.43662,-81.918863 26.4362,-81.919012 26.43604)",2415,98150818,98433177,11042886,Bayland Road,residential,False,False,81.976,,,,,,,,,,,494.482568005684
"LINESTRING (-81.941481 26.4482056,-81.9412753 26.4481329)",2419,98151079,5723831313,882352979,Estero Boulevard,secondary,False,True,22.017,2,CR 865,,,25 mph,,,,,,0.0449652239706904
"LINESTRING (-81.941481 26.4482056,-81.9414721 26.4482723,-81.9414684 26.4483011,-81.941469 26.4486018)",2420,98151079,5723831315,602699917,Gulf Beach Road,unclassified,False,False,44.129,,,,,,,,,,,5.4183094884682115
"LINESTRING (-81.941481 26.4482056,-81.9416705 26.4482736)",2418,98151079,5725934761,882352979,Estero Boulevard,secondary,False,False,20.325,2,CR 865,,,25 mph,,,,,,0.0
"LINESTRING (-81.941481 26.4482056,-81.9414835 26.448071)",2417,98151079,5726231041,11018302,Gulf Beach Road,residential,False,True,14.969,,,,,,,,,,,0.0449652239706904
"LINESTRING (-81.938057 26.446493,-81.937968 26.446373,-81.937919 26.446318,-81.937861 26.446262,-81.937739 26.446164,-81.9377048 26.4461411)",2423,98152964,5736939831,11041092,Estero Boulevard,secondary,False,True,52.902,2,CR 865,,,25 mph,,,,,,62.18690475146504
"LINESTRING (-81.938057 26.446493,-81.938219 26.446758,-81.938229 26.446774,-81.9382959 26.446866)",2422,98152964,5742089187,11041092,Estero Boulevard,secondary,False,False,47.838,2,CR 865,,,25 mph,,,,,,118.55081299872566
"LINESTRING (-81.938057 26.446493,-81.9379947 26.4465281,-81.93794 26.446577,-81.937901 26.446633,-81.9378858 26.4466836)",2421,98152964,5742089201,11018445,Lovers Lane,residential,False,False,28.188,,,,,,,,,,,68.00990125566946
"LINESTRING (-81.937848 26.447942,-81.9378525 26.4473635)",2424,98152978,5742089184,11018445,Lovers Lane,residential,False,True,64.328,,,,,,,,,,,1407.1642015507755
"LINESTRING (-81.884939 26.404842,-81.884836 26.404841,-81.8841963 26.4047774)",69,98153412,98248812,136256174,Estero Boulevard,secondary,False,False,74.361,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.884939 26.404842,-81.8849351 26.4049622,-81.884932 26.405055,-81.884938 26.405121,-81.8849446 26.4051462)",68,98153412,1925244888,11018481,Estrellita Drive,residential,False,False,33.936,,,,,,,,,,,0.0
"LINESTRING (-81.884939 26.404842,-81.8849574 26.4047207,-81.8850088 26.4046884,-81.885174 26.4046262,-81.8851049 26.4044691)",71,98153412,5095138426,"[609289146, 523331116]",,service,False,False,56.488,,,,,,,,,,,0.0
"LINESTRING (-81.884939 26.404842,-81.88517 26.404834,-81.8851912 26.4048321)",70,98153412,5797187885,136256174,Estero Boulevard,secondary,False,True,25.146,2,CR 865,,,35 mph,,,,,,0.0
"LINESTRING (-81.906366 26.4242508,-81.9063105 26.4242915)",74,98157371,5754569575,11024325,Flamingo Street,residential,False,False,7.143,,,,,,,,,,,17.24416339275983
"LINESTRING (-81.906366 26.4242508,-81.9067471 26.4246425)",73,98157371,5787669258,11018877,Shelby Lane,residential,False,False,57.768,,,,,,,,,,,79.56596381613694
"LINESTRING (-81.906366 26.4242508,-81.9063948 26.4242293)",75,98157371,5789834753,11024325,Flamingo Street,residential,False,True,3.734,,,,,,,,,,,6.699818371632893
"LINESTRING (-81.9427532 26.449827,-81.9427718 26.4487383,-81.9427731 26.4486705)",2428,98161357,98161355,11019273,Avocado Street,service,True,False,128.612,,,,,,,,,,,229.399083131272
"LINESTRING (-81.9427731 26.4486705,-81.9426358 26.4486181)",2425,98161355,5723831239,882352979,Estero Boulevard,secondary,False,True,14.859,2,CR 865,,,25 mph,,,,,,3.884995351067664
"LINESTRING (-81.9427532 26.449827,-81.9432203 26.4498686)",2427,98161357,5723831268,603092379,Avocado Street,service,False,False,46.732,,,,,,,,,,,463.087848629348
"LINESTRING (-81.887127 26.405423,-81.887128 26.405889)",76,98166589,98166591,11019729,Sea Horse Lane,residential,False,False,51.817,,,,,20 mph,,,,,,592.079586634068
"LINESTRING (-81.887128 26.405889,-81.8867588 26.4059095,-81.8865893 26.4059121)",78,98166591,7556699142,11030442,Lagoon Road,residential,False,False,53.725,,,,,20 mph,,,,,,66.05391401294442
"LINESTRING (-81.9227084 26.4376888,-81.9226493 26.437751,-81.9225879 26.4378155,-81.922498 26.43791,-81.922192 26.438202,-81.921983 26.438387,-81.92185 26.438496,-81.921737 26.438602,-81.921399 26.438939)",82,98170208,98170220,166092078,Gulfview Avenue,residential,False,False,190.707,,,,,,,,,,,2580.576686289916
"LINESTRING (-81.9227084 26.4376888,-81.9227553 26.4377225)",80,98170208,2019424575,11028771,Estero Boulevard,secondary,False,True,5.987,2,CR 865,,,25 mph,,,,,,56.97093877086494
"LINESTRING (-81.9227084 26.4376888,-81.9225176 26.4375539,-81.9223836 26.4374592)",81,98170208,5751752810,11028771,Estero Boulevard,secondary,False,False,41.202,2,CR 865,,,25 mph,,,,,,45.95445889804575
"LINESTRING (-81.935588 26.4450445,-81.9355614 26.4451274,-81.935481 26.445378,-81.9352849 26.4461548,-81.935275 26.446194)",2431,98177750,98177752,11020640,Donora Boulevard,residential,False,False,131.607,,,,,,,,,,,310.01273666592607
"LINESTRING (-81.935588 26.4450445,-81.9359044 26.4452053,-81.9360901 26.4452996)",2432,98177750,1775767049,11041092,Estero Boulevard,secondary,False,False,57.476,2,CR 865,,,25 mph,,,,,,122.75506143998521
"LINESTRING (-81.935588 26.4450445,-81.9352317 26.4448635)",2430,98177750,5737200755,11041092,Estero Boulevard,secondary,False,True,40.785,2,CR 865,,,25 mph,,,,,,184.20003999593385
"LINESTRING (-81.935275 26.446194,-81.935194 26.446542,-81.935052 26.447082)",2433,98177752,98177756,11020640,Donora Boulevard,residential,False,False,101.214,,,,,,,,,,,1686.7804468125148
"LINESTRING (-81.935275 26.446194,-81.935026 26.44619,-81.933639 26.446211,-81.933553 26.446215,-81.933482 26.446211,-81.933408 26.446199,-81.933333 26.446169,-81.933261 26.446128,-81.933191 26.44608)",2435,98177752,98282945,11050937,Shell Mound Boulevard,residential,False,False,211.497,,,,,,,,,,,756.7197542027513
"LINESTRING (-81.935052 26.447082,-81.9352617 26.4470737)",2436,98177756,1775767027,166092088,Sea Horse Drive,service,False,True,20.898,,,,,,,,,,,1566.903159706654
"LINESTRING (-81.935052 26.447082,-81.934962 26.447087,-81.932908 26.44712,-81.932685 26.44712,-81.932599 26.447111,-81.932517 26.447086,-81.932297 26.446982,-81.9322148 26.4469375)",2437,98177756,8776543601,11020640,Donora Boulevard,residential,False,False,287.278,,,,,,,,,,,1642.51218381337
