WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,split_CYD
"LINESTRING (-81.899236 26.487826,-81.899248 26.488437,-81.89927 26.488504,-81.899314 26.488563,-81.899376 26.488606,-81.899449 26.48863,-81.899527 26.488633,-81.900719 26.48861)",2148,98053177,98053164,11010148,Woodgate Manor Court,residential,False,True,225.578,,,,,,,,,,,367.0
"LINESTRING (-81.899236 26.487826,-81.900443 26.487802,-81.900517 26.487808,-81.900586 26.487833,-81.900643 26.487876,-81.900684 26.487933,-81.900703 26.487997,-81.900719 26.48861)",2149,98053177,98053164,11041314,Woodgate Drive,residential,False,True,225.458,,,,,,,,,,,367.0
"LINESTRING (-81.8848192 26.4070972,-81.884585 26.407009,-81.884497 26.406965,-81.884452 26.406907,-81.884432 26.406839,-81.884419 26.406594,-81.8844258 26.4063622)",2160,98053284,98053295,11010162,Little Carlos Court,residential,False,False,104.071,,,,,,,,,,,0.0
"LINESTRING (-81.8848192 26.4070972,-81.884594 26.4076676,-81.884562 26.4077309,-81.8845141 26.4078093)",2161,98053284,98153441,11018481,Estrellita Drive,residential,False,False,84.939,,,,,,,,,,,0.0
"LINESTRING (-81.8848192 26.4070972,-81.884947 26.406756,-81.884981 26.406682,-81.885024 26.406613,-81.885076 26.406567,-81.885367 26.406437,-81.885426 26.406398,-81.88545 26.406327,-81.885438 26.40625,-81.885273 26.405877,-81.8852001 26.4057239)",2162,98053284,5095138450,11018481,Estrellita Drive,residential,False,True,184.687,,,,,,,,,,,0.0
"LINESTRING (-81.8844258 26.4063622,-81.884419 26.406594,-81.884432 26.406839,-81.884452 26.406907,-81.884497 26.406965,-81.884585 26.407009,-81.8848192 26.4070972)",2163,98053295,98053284,11010162,Little Carlos Court,residential,False,True,104.071,,,,,,,,,,,0.0
"LINESTRING (-81.874689 26.524633,-81.874703 26.524444,-81.874703 26.524377,-81.874715 26.524311,-81.874733 26.524246,-81.874743 26.524122,-81.874783 26.524027,-81.874794 26.523938,-81.874793 26.523868,-81.874776 26.523796,-81.8747454 26.5237401)",2243,98054410,7594332440,11010249,Park Side Drive,residential,False,False,101.35,,,,,,,,,,,7.333333333333333
"LINESTRING (-81.874689 26.524633,-81.87424 26.524628,-81.8738613 26.524634)",2244,98054410,4052239876,11033743,Old Gladiolus Drive,residential,False,False,82.358,,,,,,,,,,,28.0
"LINESTRING (-81.874689 26.524633,-81.875028 26.524629,-81.87537 26.524608,-81.8754837 26.5245977)",2245,98054410,2003969981,11033743,Old Gladiolus Drive,residential,False,True,79.206,,,,,,,,,,,7.333333333333333
"LINESTRING (-81.8748007 26.5222584,-81.8743363 26.5222302)",2246,98054440,7594332441,813046553,,service,False,False,46.311,,,,,,,,,,,0.0
"LINESTRING (-81.8748007 26.5222584,-81.874834 26.521976,-81.8748345 26.521939)",2247,98054440,8137099881,11010249,Park Side Drive,residential,False,False,35.691,,,,,,,,,,,0.0
"LINESTRING (-81.8748007 26.5222584,-81.87476 26.52273,-81.874761 26.522873,-81.8747725 26.5230432)",2248,98054440,7210873592,11010249,Park Side Drive,residential,False,True,87.457,,,,,,,,,,,0.0
"LINESTRING (-81.874795 26.521504,-81.8743945 26.521459)",2249,98054450,6302060445,672966660,,residential,False,False,40.16,,,,,,,,,,,0.0
"LINESTRING (-81.874795 26.521504,-81.874818 26.521607,-81.874827 26.521681,-81.874836 26.521828,-81.8748345 26.521939)",2250,98054450,8137099881,11010249,Park Side Drive,residential,False,True,48.67,,,,,,,,,,,0.0
"LINESTRING (-81.874795 26.521504,-81.8753443 26.5213493,-81.8757886 26.5213395)",2251,98054450,6302060447,672966661,,residential,False,True,101.514,,,,,,,,,,,455.5
"LINESTRING (-81.895055 26.407529,-81.8950173 26.4074905,-81.894985 26.407441,-81.894955 26.407373,-81.8949163 26.4072769,-81.894889 26.407214,-81.894846 26.407138,-81.894797 26.407066,-81.894741 26.406997,-81.894634 26.406897,-81.894517 26.406806,-81.894337 26.40669,-81.894066 26.406527)",2268,98054683,98316007,11037501,Buccaneer Drive,residential,False,False,152.828,,,,,20 mph,,,,,,0.0
"LINESTRING (-81.895055 26.407529,-81.895101 26.407588,-81.895124 26.40765)",2269,98054683,98315980,11037501,Buccaneer Drive,residential,False,True,15.267,,,,,20 mph,,,,,,0.0
"LINESTRING (-81.916212 26.525856,-81.916279 26.525883,-81.916354 26.525901,-81.916406 26.525896,-81.916436 26.525893,-81.916492 26.525838,-81.916499 26.525771,-81.916461 26.525707,-81.916402 26.525669,-81.91633 26.525635)",2270,98054746,98054764,11010264,Casa Linda Court,residential,False,False,62.39,,,,,,,,,,,0.0
"LINESTRING (-81.916212 26.525856,-81.916284 26.525733,-81.91633 26.525635)",2271,98054746,98054764,11030061,Casa Mar Circle,residential,False,True,27.258,,,,,,,,,,,0.0
"LINESTRING (-81.916212 26.525856,-81.916157 26.525917,-81.916094 26.525957,-81.91601 26.525987,-81.915926 26.52601,-81.915673 26.526071,-81.91509 26.526212,-81.91502 26.526226,-81.91469 26.526226,-81.91408 26.526233,-81.913785 26.526235,-81.9135714 26.5262355)",2272,98054746,5756053356,11030061,Casa Mar Circle,residential,False,False,271.555,,,,,,,,,,,15.833333333333334
"LINESTRING (-81.91633 26.525635,-81.916402 26.525669,-81.916461 26.525707,-81.916499 26.525771,-81.916492 26.525838,-81.916436 26.525893,-81.916406 26.525896,-81.916354 26.525901,-81.916279 26.525883,-81.916212 26.525856)",2273,98054764,98054746,11010264,Casa Linda Court,residential,False,True,62.39,,,,,,,,,,,0.0
"LINESTRING (-81.91633 26.525635,-81.916284 26.525733,-81.916212 26.525856)",2274,98054764,98054746,11030061,Casa Mar Circle,residential,False,False,27.258,,,,,,,,,,,0.0
"LINESTRING (-81.91633 26.525635,-81.916347 26.525571,-81.916345 26.525497,-81.916266 26.525154,-81.916238 26.525005,-81.916219 26.524934,-81.916192 26.52487,-81.916145 26.524817,-81.916089 26.524771,-81.91595 26.524674,-81.91589 26.524614)",2275,98054764,98027890,11030061,Casa Mar Circle,residential,False,True,128.589,,,,,,,,,,,20.5
"LINESTRING (-81.902959 26.526053,-81.903012 26.525936,-81.903026 26.525866,-81.903033 26.525793,-81.903034 26.525718,-81.903027 26.525561,-81.903021 26.525425,-81.902998 26.525287,-81.902956 26.525125,-81.902938 26.524997,-81.902921 26.524261)",2299,98055130,98050992,11010293,Pickadilly Court,residential,False,True,201.247,,,,,,,,,,,185.0
"LINESTRING (-81.916477 26.531836,-81.916128 26.531836)",2455,98058580,98386596,11037329,Seguin Way,residential,False,False,34.72,,,,,,,,,,,27.833333333333332
"LINESTRING (-81.916477 26.531836,-81.916812 26.531836)",2456,98058580,98058615,11037329,Seguin Way,residential,False,True,33.327,,,,,,,,,,,36.0
"LINESTRING (-81.916477 26.531836,-81.916501 26.53198,-81.916561 26.532062,-81.916652 26.532143)",2457,98058580,98058585,11010609,Montauk Lane,residential,False,False,39.857,,,,,,,,,,,44.33333333333333
"LINESTRING (-81.916652 26.532143,-81.916561 26.532062,-81.916501 26.53198,-81.916477 26.531836)",2458,98058585,98058580,11010609,Montauk Lane,residential,False,True,39.857,,,,,,,,,,,44.33333333333333
"LINESTRING (-81.916652 26.532143,-81.916763 26.53204,-81.916805 26.531953,-81.916812 26.531836)",2459,98058585,98058615,11010611,Montauk Lane,residential,False,False,39.476,,,,,,,,,,,24.666666666666664
"LINESTRING (-81.916652 26.532143,-81.916353 26.532419,-81.915934 26.532852,-81.91589 26.53291,-81.915882 26.53292,-81.915812 26.533029,-81.915789 26.533081,-81.91576 26.533144,-81.915736 26.53324,-81.915726 26.533372,-81.9157802 26.5334831,-81.9158229 26.5336184,-81.9158535 26.5337383,-81.9159101 26.5338411)",2460,98058585,98058588,11010611,Montauk Lane,residential,False,True,224.537,,,,,,,,,,,16.5
"LINESTRING (-81.9159101 26.5338411,-81.9158535 26.5337383,-81.9158229 26.5336184,-81.9157802 26.5334831,-81.915726 26.533372,-81.915736 26.53324,-81.91576 26.533144,-81.915789 26.533081,-81.915812 26.533029,-81.915882 26.53292,-81.91589 26.53291,-81.915934 26.532852,-81.916353 26.532419,-81.916652 26.532143)",2461,98058588,98058585,11010611,Montauk Lane,residential,False,False,224.537,,,,,,,,,,,16.5
"LINESTRING (-81.916812 26.531836,-81.916477 26.531836)",2465,98058615,98058580,11037329,Seguin Way,residential,False,False,33.327,,,,,,,,,,,36.0
"LINESTRING (-81.916812 26.531836,-81.916805 26.531953,-81.916763 26.53204,-81.916652 26.532143)",2466,98058615,98058585,11010611,Montauk Lane,residential,False,True,39.476,,,,,,,,,,,24.666666666666664
"LINESTRING (-81.916812 26.531836,-81.917253 26.53185,-81.917481 26.531905)",2467,98058615,98386589,11037329,Seguin Way,residential,False,True,67.393,,,,,,,,,,,10.166666666666666
"LINESTRING (-81.912106 26.432122,-81.912109 26.432351)",2627,98062323,98203979,11038311,Lazy Way,residential,False,False,25.465,,,,,,,,,,,0.0
"LINESTRING (-81.912106 26.432122,-81.912105 26.4316748)",2628,98062323,98286233,11038311,Lazy Way,residential,False,True,49.727,,,,,,,,,,,0.0
"LINESTRING (-81.912106 26.432122,-81.912489 26.432113,-81.91256 26.43212,-81.912631 26.432148,-81.912702 26.432194,-81.912755 26.432238,-81.913012 26.432471,-81.913219 26.432645)",2629,98062323,98062337,11010922,Oak Ridge Avenue,residential,False,False,133.592,,,,,,,,,,,0.0
"LINESTRING (-81.913219 26.432645,-81.913557 26.432923,-81.913639 26.432986)",2630,98062337,98062341,11010922,Oak Ridge Avenue,residential,False,False,56.455,,,,,,,,,,,0.0
"LINESTRING (-81.913219 26.432645,-81.913012 26.432471,-81.912755 26.432238,-81.912702 26.432194,-81.912631 26.432148,-81.91256 26.43212,-81.912489 26.432113,-81.912106 26.432122)",2631,98062337,98062323,11010922,Oak Ridge Avenue,residential,False,True,133.592,,,,,,,,,,,0.0
"LINESTRING (-81.913219 26.432645,-81.913415 26.432466,-81.913541 26.432351,-81.913871 26.432065)",2632,98062337,98231946,11038625,Dakota Avenue,residential,False,True,91.517,,,,,,,,,,,0.0
"LINESTRING (-81.913639 26.432986,-81.913557 26.432923,-81.913219 26.432645)",2633,98062341,98062337,11010922,Oak Ridge Avenue,residential,False,True,56.455,,,,,,,,,,,0.0
"LINESTRING (-81.8987588 26.5133076,-81.8986512 26.5133384)",2666,98063976,8554974480,11011029,Granite Court,residential,False,False,11.241,2,,,,,,,,,,0.0
"LINESTRING (-81.8987588 26.5133076,-81.8987395 26.5129872)",2667,98063976,98099405,921460548,Winkler Road,tertiary,True,False,35.679,1,,,,,,,,,,0.0
"LINESTRING (-81.897736 26.513346,-81.897221 26.5133556)",2668,98063979,7011615501,11011029,Granite Court,residential,False,False,51.254,2,,,,,,,,,,5.625
"LINESTRING (-81.897736 26.513346,-81.8981823 26.5133374)",2669,98063979,7011573877,11011029,Granite Court,residential,False,True,44.417,2,,,,,,,,,,10.625
"LINESTRING (-81.897736 26.513346,-81.8977225 26.5128999)",2670,98063979,1826983262,11029647,Prentiss Pointe Circle,residential,False,True,49.622,2,,,,,,,,,,5.625
"LINESTRING (-81.897736 26.513346,-81.897744 26.513787,-81.897737 26.51386,-81.897716 26.513933,-81.8977002 26.5139588)",2671,98063979,7011615490,171709926,New Hampshire Court,residential,False,False,68.843,2,,,,,,,,,,26.625
"LINESTRING (-81.8963234 26.513373,-81.8964521 26.5133705)",2672,98063981,7227070916,11011029,Granite Court,residential,False,True,12.809,2,,,,,,,,,,18.833333333333332
"LINESTRING (-81.8963234 26.513373,-81.896022 26.513374,-81.895985 26.5133898,-81.8959293 26.5134136,-81.8959388 26.5139379,-81.8959388 26.5141769)",2673,98063981,7013861070,"[743274131, 11011029]",Granite Court,"['residential', 'service']",False,False,125.094,2,,private,,,,,,,,18.833333333333332
"LINESTRING (-81.8963234 26.513373,-81.8963283 26.5138162,-81.8963148 26.5138563,-81.8962759 26.5138737,-81.8961189 26.5138777)",2674,98063981,7011615505,749817372,,service,False,False,73.896,,,,,,,,,,,18.833333333333332
"LINESTRING (-81.88477 26.537608,-81.884925 26.537564,-81.885043 26.537553,-81.885179 26.537558,-81.885358 26.537575,-81.885667 26.537531,-81.8859963 26.5375138,-81.8860514 26.5375081,-81.8861079 26.5374956,-81.8861638 26.5374747,-81.8862183 26.5374469,-81.8862603 26.5374175,-81.8862978 26.537383,-81.8863352 26.5373434,-81.8863707 26.5372946,-81.8863927 26.5372463,-81.886407 26.5371969,-81.8864202 26.5370542,-81.8863937 26.5357937,-81.88635 26.535162,-81.886301 26.534856,-81.886301 26.534656,-81.886313 26.534356,-81.886351 26.534133,-81.88637 26.533738,-81.886364 26.533243,-81.8863335 26.532514,-81.8862977 26.5322855,-81.886206 26.5321499,-81.8860752 26.5320598,-81.8859491 26.5320251,-81.8848394 26.5320284,-81.884702 26.532074,-81.88456 26.532207,-81.884225 26.532669,-81.883773 26.53338)",2675,98064229,98064275,11011057,Reflection Lakes Drive,residential,False,False,1073.443,,,private,,,,,,,,0.0
"LINESTRING (-81.883773 26.53338,-81.883655 26.53353,-81.883569 26.533653,-81.883513 26.533714,-81.883414 26.533797,-81.883388 26.533807,-81.883303 26.533841,-81.883136 26.533875,-81.883018 26.53388,-81.882888 26.533869,-81.882752 26.533869,-81.882604 26.533908,-81.882468 26.533974,-81.882375 26.534063,-81.88227 26.534186,-81.882201 26.534324,-81.882121 26.534497,-81.882016 26.534675,-81.881898 26.534808,-81.881731 26.534958,-81.881502 26.535075,-81.881137 26.535236,-81.880797 26.535369,-81.880624 26.535458,-81.880518 26.535558,-81.8804606 26.5356211,-81.8804037 26.5357202,-81.8803557 26.535887,-81.8803802 26.5360522,-81.8804053 26.5363602,-81.8803885 26.5365499,-81.8803301 26.5367172,-81.8801598 26.5370534,-81.88004 26.53727,-81.8799569 26.5374077,-81.8799254 26.5375505,-81.8799544 26.5376965,-81.8800273 26.537815,-81.8801875 26.537931)",2678,98064275,98064377,11011057,Reflection Lakes Drive,residential,False,False,716.57,,,private,,,,,,,,0.0
"LINESTRING (-81.883773 26.53338,-81.884225 26.532669,-81.88456 26.532207,-81.884702 26.532074,-81.8848394 26.5320284,-81.8859491 26.5320251,-81.8860752 26.5320598,-81.886206 26.5321499,-81.8862977 26.5322855,-81.8863335 26.532514,-81.886364 26.533243,-81.88637 26.533738,-81.886351 26.534133,-81.886313 26.534356,-81.886301 26.534656,-81.886301 26.534856,-81.88635 26.535162,-81.8863937 26.5357937,-81.8864202 26.5370542,-81.886407 26.5371969,-81.8863927 26.5372463,-81.8863707 26.5372946,-81.8863352 26.5373434,-81.8862978 26.537383,-81.8862603 26.5374175,-81.8862183 26.5374469,-81.8861638 26.5374747,-81.8861079 26.5374956,-81.8860514 26.5375081,-81.8859963 26.5375138,-81.885667 26.537531,-81.885358 26.537575,-81.885179 26.537558,-81.885043 26.537553,-81.884925 26.537564,-81.88477 26.537608)",2679,98064275,98064229,11011057,Reflection Lakes Drive,residential,False,True,1073.443,,,private,,,,,,,,0.0
"LINESTRING (-81.883773 26.53338,-81.883989 26.533497,-81.88423 26.533636,-81.884311 26.533703,-81.884378 26.533831,-81.884397 26.533993,-81.8843809 26.5343403)",2680,98064275,98552726,946227866,Clear Water Lane,residential,False,True,137.1,,,private,,,,,,,,0.0
"LINESTRING (-81.8801875 26.537931,-81.8800273 26.537815,-81.8799544 26.5376965,-81.8799254 26.5375505,-81.8799569 26.5374077,-81.88004 26.53727,-81.8801598 26.5370534,-81.8803301 26.5367172,-81.8803885 26.5365499,-81.8804053 26.5363602,-81.8803802 26.5360522,-81.8803557 26.535887,-81.8804037 26.5357202,-81.8804606 26.5356211,-81.880518 26.535558,-81.880624 26.535458,-81.880797 26.535369,-81.881137 26.535236,-81.881502 26.535075,-81.881731 26.534958,-81.881898 26.534808,-81.882016 26.534675,-81.882121 26.534497,-81.882201 26.534324,-81.88227 26.534186,-81.882375 26.534063,-81.882468 26.533974,-81.882604 26.533908,-81.882752 26.533869,-81.882888 26.533869,-81.883018 26.53388,-81.883136 26.533875,-81.883303 26.533841,-81.883388 26.533807,-81.883414 26.533797,-81.883513 26.533714,-81.883569 26.533653,-81.883655 26.53353,-81.883773 26.53338)",2682,98064377,98064275,11011057,Reflection Lakes Drive,residential,False,True,716.57,,,private,,,,,,,,0.0
"LINESTRING (-81.8976083 26.4964537,-81.8980533 26.4960825)",2709,98064758,98064760,11011082,King Henry Court,residential,False,False,60.537,,,,,,,,,,,260.5
"LINESTRING (-81.8976083 26.4964537,-81.8975131 26.4963625,-81.8973623 26.4962399,-81.8972135 26.4961561,-81.8970876 26.4961036,-81.8969222 26.4960699,-81.896428 26.4960519,-81.896195 26.4960049,-81.8960427 26.495918,-81.895836 26.4957915,-81.8955948 26.4956531,-81.895351 26.4955967,-81.8951341 26.4955964,-81.8948115 26.4955875,-81.8945818 26.4956031)",2710,98064758,98394314,11037920,Crown Arbor Way,residential,False,False,328.436,,,,,,,,,,,343.5
"LINESTRING (-81.8976083 26.4964537,-81.8977492 26.4965905,-81.8978635 26.4967281,-81.89797 26.4968671,-81.8980423 26.4970486,-81.898093 26.497262,-81.898117 26.4976813)",2711,98064758,98394398,11037920,Crown Arbor Way,residential,False,True,150.864,,,,,,,,,,,1628.0
"LINESTRING (-81.8980533 26.4960825,-81.8976083 26.4964537)",2712,98064760,98064758,11011082,King Henry Court,residential,False,True,60.537,,,,,,,,,,,260.5
"LINESTRING (-81.899141 26.531585,-81.899214 26.5315827,-81.899595 26.531571,-81.899936 26.531551,-81.9000651 26.5315943)",2728,98065022,6215328778,11011097,South Brandywine Circle,residential,False,False,92.906,,,,,,,,,,,144.9
"LINESTRING (-81.899141 26.531585,-81.899232 26.532342,-81.899235 26.532571,-81.899222 26.53273,-81.899209 26.532799,-81.8991847 26.5329245)",2729,98065022,7013151864,616641043,Winkler Road,tertiary,False,False,149.796,2,,,,,,,,,,11.5
"LINESTRING (-81.899141 26.531585,-81.899066 26.531036,-81.899038 26.53075,-81.899025 26.53033)",2730,98065022,98074027,616641043,Winkler Road,tertiary,False,True,140.144,2,,,,,,,,,,55.833333333333336
"LINESTRING (-81.899141 26.531585,-81.8989631 26.5316171,-81.8988132 26.5316334,-81.8987701 26.531672)",2731,98065022,8269675639,664043308,Patty Berg Drive,residential,False,False,39.145,,,,,,,,,,,11.5
"LINESTRING (-81.901362 26.531791,-81.901882 26.531786,-81.902247 26.531788)",2732,98065041,98065046,11011097,South Brandywine Circle,residential,False,False,88.048,,,,,,,,,,,168.16666666666666
"LINESTRING (-81.901362 26.531791,-81.900714 26.531795,-81.900638 26.531792,-81.90055 26.531779,-81.900479 26.531755,-81.900327 26.531682,-81.9002734 26.531664)",2733,98065041,6215328892,11011097,South Brandywine Circle,residential,False,True,111.319,,,,,,,,,,,247.93333333333334
"LINESTRING (-81.901362 26.531791,-81.901362 26.532285,-81.901368 26.53257,-81.901369 26.532913,-81.901363 26.532979,-81.901345 26.533044,-81.901317 26.533104,-81.901266 26.533173,-81.901207 26.533226,-81.901149 26.533265,-81.901087 26.533298,-81.901028 26.533338,-81.900974 26.533388,-81.9009445 26.5334314)",2734,98065041,8292155866,11054657,Cedarhurst Drive,residential,False,False,199.459,,,,,,,,,,,56.333333333333336
"LINESTRING (-81.902247 26.531788,-81.903631 26.531775,-81.90377 26.531774,-81.903957 26.531773,-81.904044 26.531805,-81.904113 26.531822,-81.904193 26.531823,-81.904338 26.531801,-81.904507 26.53181,-81.90496 26.531853)",2735,98065046,98065062,11011097,South Brandywine Circle,residential,False,False,271.36,,,,,,,,,,,111.83333333333333
"LINESTRING (-81.902247 26.531788,-81.901882 26.531786,-81.901362 26.531791)",2736,98065046,98065041,11011097,South Brandywine Circle,residential,False,True,88.048,,,,,,,,,,,168.16666666666666
"LINESTRING (-81.902247 26.531788,-81.902251 26.531936,-81.902255 26.532731)",2737,98065046,98076677,11012136,Esquire Court,residential,False,False,104.863,,,,,,,,,,,111.83333333333333
